State,Amphibians,Arachnids,Birds,Clams,Conifers and Cycads,Crustaceans,Ferns and Allies,Fishes,Flowering Plants,Insects,Lichens,Mammals,Reptiles,Snails,Species_Count,Pop_2024,GDP_2024_Millions,Risk_Overall,Risk_Wildfire,Risk_Drought,Risk_Flooding,Area_sqkm,Forest_Pct,Urban_Pct,Crop_Pct,Wetland_Pct,Protected_Area_sqkm,Protected_Pct,Species_Density,Population_Density,GDP_Per_Capita,Human_Pressure,Conservation_Effectiveness,Ecological_Vulnerability,Biodiversity_Risk
Idaho,0,0,2,0,1,0,0,2,4,0,0,5,0,4,18,2001619,128132.0,23.214285714285715,Relatively High,Very Low,Relatively Low,216441.51820852366,36.685326788043895,0.444701477887818,8.056489203529846,0.0149266583893586,31325.52221551646,14.4729728726708,8.316334199180065e-05,9.24785141301589,64014.18052086836,0.5856388586639303,14.4729728726708,28.413526692667464,3.9384354801988914
Illinois,0,0,3,13,0,1,0,1,7,3,0,3,1,1,33,12710158,1137244.0,94.64285714285714,Very Low,Relatively High,Relatively High,149995.05447426057,22.006245885197,3.0768601286135637,61.2607633888143,0.0328701045018939,3981.360451591819,2.654327814704736,0.00022000725367690612,84.7371804660472,89475.20557966313,4.438771335367489,2.654327814704736,62.17832713016782,24.809445918191877
Indiana,0,0,4,13,0,0,0,0,6,3,0,3,2,0,31,6924275,527381.0,60.714285714285715,Very Low,Relatively Moderate,Relatively Moderate,94330.61231100903,32.14153743259271,2.7676617202723097,51.29351498644355,0.0423498460308943,1538.417117513531,1.630877908903372,0.0003286313874205828,73.40432581069857,76164.07493925357,3.9550709996337132,1.630877908903372,45.47355157201817,16.580398138108162
Iowa,0,0,3,3,0,0,0,2,5,1,0,2,1,1,18,3241488,257021.0,51.785714285714285,Relatively Low,Relatively High,Relatively Moderate,145745.68981243408,12.26828197489797,2.182843396295186,69.45121233974332,0.0489883818025443,2638.529878092103,1.8103656317299894,0.00012350279464981033,22.240712601323576,79291.05398508339,2.665453332188674,1.8103656317299894,47.68865414070488,13.582524813512666
Kansas,0,0,3,3,0,0,0,6,2,1,0,3,0,0,18,2970606,234673.0,50.0,Relatively Moderate,Relatively High,Relatively Moderate,213099.49446018453,8.535498782940557,0.980978161609128,45.88188330996741,0.001712613314425,1768.0094691784984,0.8296638495821644,8.446758658718036e-05,13.939995528966529,78998.35925733672,1.2359479246836242,0.8296638495821644,47.733643813600565,12.846585236297775
Kentucky,0,0,2,28,0,2,0,7,9,0,0,4,0,0,52,4588372,293021.0,58.92857142857143,Relatively Low,Relatively Moderate,Relatively Moderate,104650.82890488463,60.89873422263143,1.2998839057263238,14.192545699682627,0.0020575091883648,2887.083862501672,2.758777825950804,0.0004968904742002752,43.84458344013972,63861.64853242065,1.9644562207191636,2.758777825950804,35.691773476357035,15.808690144476131
Louisiana,0,0,7,5,0,0,1,2,2,0,0,2,7,0,26,4597740,327782.0,82.14285714285714,Relatively Low,Relatively Moderate,Relatively Moderate,135651.64647887362,49.66466832067035,1.1527193894259782,10.286503553335049,8.147733748859363,5913.654501721734,4.359441743040492,0.00019166741189572837,33.89372793728716,71291.98258274718,1.6767940212526415,4.359441743040492,48.303558177769546,20.68065574773211
Maine,0,0,3,0,0,0,0,1,3,1,0,2,2,0,12,1405012,98606.0,17.857142857142858,Very Low,Relatively Low,Relatively Low,91633.37571258299,79.75474285950222,0.3415148866640839,1.3472317076652909,0.4222025407578472,4354.721475714373,4.752331169565751,0.00013095665096568275,15.332972173882986,70181.60698983354,0.5485979935737423,4.752331169565751,13.318888751005705,4.145004323169412
Maryland,0,0,3,2,0,1,0,1,8,3,0,3,5,0,26,6263220,542766.0,33.92857142857143,Very Low,Relatively Moderate,Relatively Low,32131.06958946709,47.342512220996205,3.5731212894816253,12.648606037509596,2.488577140864885,933.7707653120985,2.906130350600587,0.0008091856365878053,194.92721779959516,86659.25833676607,6.374829673630924,2.906130350600587,30.440611291974196,11.273127399037675
Massachusetts,0,0,3,1,0,0,0,0,5,4,0,1,4,0,18,7136171,780666.0,42.857142857142854,Very Low,Relatively Low,Relatively Moderate,27335.05113264999,61.82207470369371,4.228706797658419,0.9202861544248356,1.0439633917910909,7060.393959070321,25.829086343420542,0.000658495201368039,261.0630199800978,109395.6408836055,7.931190046788961,25.829086343420542,29.864846771046555,10.150021355009118
Michigan,0,0,3,5,0,0,1,0,6,5,0,4,2,0,26,10140459,706616.0,69.64285714285714,Very Low,Very Low,Relatively Moderate,250486.87348295096,38.00770811463883,1.3461696491032893,10.47766275084259,0.2677229252056899,31796.62926489768,12.693930353624646,0.00010379785430859974,40.482995611704965,69682.84177274421,1.9731043791310858,12.693930353624646,46.8586813174822,16.20118833536873
Minnesota,0,0,3,5,0,0,0,1,5,3,0,3,1,0,21,5793151,500851.0,66.07142857142857,Relatively Low,Relatively Moderate,Relatively Moderate,225182.044513568,37.63703321794608,1.2346873459763947,36.76784985784868,0.6092984062108112,16352.74941076059,7.26201302865215,9.325787962074693e-05,25.726522789657604,86455.71296173705,1.6641987862839098,7.26201302865215,45.507867666980516,16.024496663254368
Mississippi,1,0,6,19,0,0,1,4,5,1,0,4,10,0,51,2943045,157491.0,46.42857142857143,Relatively Low,Relatively Moderate,Relatively Low,125448.28399634859,71.29501643764974,0.7922436981445841,11.87848112148676,0.2146978759922601,3992.159796967509,3.1823151898065887,0.0004065420297138895,23.460225251751254,53512.94322716778,1.1479052624487835,3.1823151898065887,27.420596749577026,12.232618048182378
Missouri,2,0,2,13,0,3,0,7,8,2,0,4,0,1,42,6245466,451201.0,85.71428571428571,Relatively Low,Relatively Moderate,Relatively Moderate,180539.78564466952,45.73348519549187,1.3671101927551337,25.00852668993476,0.0053769173200218,5987.455409333245,3.3164188092687183,0.00023263570326079015,34.59329464527033,72244.56910020806,1.9219450959965654,3.3164188092687183,50.97580178489326,21.874418102862595
Montana,0,0,4,0,1,0,0,3,2,2,0,6,0,0,18,1137233,75999.0,25.0,Relatively Moderate,Very Low,Relatively Low,380840.3656463136,22.817256874824984,0.1997978663977969,13.149506437251418,0.0008649916536248,35979.382209108466,9.447365734997353,4.726389748484959e-05,2.98611466268822,66827.99391153792,0.23673786367588212,9.447365734997353,33.21476229747184,4.978605427712002
Nebraska,0,0,4,2,0,0,0,2,3,2,0,1,0,0,14,2005465,185411.0,39.285714285714285,Relatively Low,Relatively High,Relatively Low,200328.9224971061,4.256552020536459,0.6668546772788921,38.87079272421928,0.0429533644588019,2038.3262242954545,1.0174897358242916,6.988506614766143e-05,10.01086101298713,92452.87252582319,0.8401465056616373,1.0174897358242916,44.63737651130844,10.011287633005248
Nevada,2,0,4,0,1,0,0,25,11,3,0,2,1,1,50,3267467,260728.0,41.07142857142857,Relatively High,Relatively Low,Relatively Low,286376.94703346613,9.130910712991067,0.5099975824796709,0.653786082774136,0.0176946140010916,43298.28669323174,15.119333850630055,0.00017459505912728715,11.409671881229192,79795.14406725454,0.6848686581484147,15.119333850630055,43.84229748941801,8.516177250241496
New Hampshire,0,0,3,1,0,0,0,0,3,1,0,2,2,0,12,1409032,121189.0,19.642857142857142,Very Low,Relatively Low,Relatively Low,24216.088536770498,88.03876987914906,1.324606915606175,0.8411594673939725,0.3672580244025442,1838.6185924280312,7.592549844027093,0.0004955383270002011,58.185779997478946,86008.69249243452,2.1724883444931384,7.592549844027093,11.842893968079993,5.311458996193482
New Jersey,0,0,3,1,0,0,0,0,6,1,0,3,3,0,17,9500851,846587.0,78.57142857142857,Relatively Low,Relatively Low,Relatively High,22582.001005876846,56.921055745328175,7.838911440479306,4.809907892377715,3.5130302041158483,2979.5910263552983,13.194539428015592,0.0007528119406059649,420.7267105128307,89106.43899162296,13.923531788539185,13.194539428015592,46.70392813711677,22.66331948913486
New Mexico,2,0,6,1,0,2,1,15,16,2,0,7,3,6,61,2130256,140542.0,30.357142857142858,Relatively High,Relatively Moderate,Relatively Moderate,314925.0686554489,18.222969167430396,0.4929945644277276,1.338835489928924,0.0001332172007545,19283.03525190548,6.123055028370108,0.0001936968697361418,6.764326539944828,65974.23032724706,0.6075682785289152,6.123055028370108,36.823864761956344,7.206498466595013
New York,0,0,4,6,0,0,1,0,7,2,0,2,4,1,27,19867248,2297028.0,89.28571428571429,Very Low,Relatively Low,Relatively High,141306.25254916886,64.68067707247164,2.1250093582624388,7.615201864190109,0.38170046149813,13994.35081933128,9.90356093015899,0.00019107434747521235,140.59709065660064,115618.83155633835,4.093648874253149,9.90356093015899,46.94758540002296,22.237761971421595
North Carolina,1,1,7,9,0,0,0,5,26,1,1,8,7,2,68,11046024,839122.0,91.07142857142856,Relatively Low,Relatively Moderate,Relatively High,139389.43009369067,64.50233474480679,1.878510269962786,10.028973595243768,0.9369763633488034,9076.286544244898,6.511459683954708,0.00048784186831306916,79.24577919986767,75965.97653599159,3.0485540885853144,6.511459683954708,47.64142408611823,23.53415830806813
North Dakota,0,0,3,0,0,0,0,1,1,1,0,1,0,0,7,796568,75399.0,21.428571428571427,Relatively Low,Very Low,Relatively Low,183109.08787521065,2.5060145707951333,0.439751445715007,51.510198532115545,0.1399153846810582,29820.48308797204,16.285637940752988,3.8228577735969715e-05,4.350237387140846,94654.81917425756,0.5184450400890512,16.285637940752988,37.951549633904534,3.1120929080394246
Ohio,0,0,3,12,0,0,0,0,5,4,0,2,2,0,28,11883304,927740.0,75.0,Very Low,Relatively Low,Relatively High,116098.34103142044,39.014794169203306,3.0593648817116845,32.595027858219844,0.0589484386978985,2390.255193669422,2.0588194219093383,0.0002411748501421065,102.35550219261053,78070.8799505592,4.641574375246281,2.0588194219093383,49.21337121375252,20.08172803105806
Oklahoma,0,0,4,6,0,0,0,5,1,1,0,4,1,0,22,4095393,265779.0,57.14285714285714,Relatively Moderate,Relatively High,Relatively Moderate,181037.88916876062,28.953516221738624,1.2790930676831445,16.880116564637387,0.0023261164989964,3897.14858354254,2.1526701407293145,0.00012152152293099238,22.621745198223895,64897.0684864676,1.674011749338862,2.1526701407293145,44.55481591092621,14.618582552876259
Oregon,1,0,7,0,1,2,0,7,16,4,0,4,4,1,47,4272371,331029.0,64.28571428571429,Relatively High,Very Low,Relatively Moderate,254799.40484830545,44.9675446882422,0.5387988856260784,4.647227671483925,0.0280407098377058,32286.879511501746,12.671489374444853,0.00018445882959570255,16.76758626082173,77481.3329647636,0.7841571519613341,12.671489374444853,42.38566197350087,14.731770535789982
Pennsylvania,0,0,2,9,0,0,0,0,5,0,0,2,2,0,20,13078751,1024206.0,87.5,Very Low,Relatively Moderate,Relatively High,119279.69891977613,70.59010130378974,2.4745520834831876,8.409525255831477,0.0526329726407964,2987.240178349062,2.5043994958087445,0.00016767312611554617,109.64775329284129,78310.6888417709,4.088831794565417,2.5043994958087445,44.56533523390804,22.852499795753552
Rhode Island,0,0,3,0,0,0,0,0,2,1,0,1,2,0,9,1112308,82493.0,7.142857142857142,Very Low,Very Low,Relatively Low,4001.454713225213,53.68505801456747,5.869732391903513,0.5363305029255176,0.631009500078198,422.47002249485433,10.557910879224702,0.002249182021291929,277.97590619324257,74163.81074306757,9.953362936587249,10.557910879224702,18.51254517034367,7.246700504131601
South Carolina,1,0,6,3,0,0,0,0,21,0,1,2,5,0,39,5478831,349965.0,71.42857142857143,Relatively Low,Relatively Low,Relatively Moderate,82940.44779895071,70.52358886125346,1.7953009749918825,5.655464740714502,2.1117443848967974,3652.537044285954,4.403806756794677,0.0004702168970022536,66.05740800050651,63875.85234879484,2.7905819082085324,4.403806756794677,37.9529422055501,18.839320924932952
South Dakota,0,0,3,2,0,0,0,2,3,2,0,3,0,0,15,924669,75179.0,26.785714285714285,Relatively Moderate,Relatively Moderate,Relatively Low,199729.25141105038,3.8321562582764535,0.4092457649148227,32.383369723676495,0.1300041168525133,19123.81383967409,9.574868830963851,7.510166835367259e-05,4.629612304994805,81303.68813056347,0.48833893119558797,9.574868830963851,39.687412566277224,5.525318370304838
Tennessee,0,1,4,61,0,1,1,33,19,0,1,5,1,4,131,7227750,549709.0,73.21428571428571,Very Low,Relatively Low,Relatively Moderate,109114.56611430758,65.61651642677491,1.6625041597695918,10.115995686494257,0.0061433552331623,7488.964850094854,6.863396076972411,0.0012005729818213766,66.2400104531256,76055.34225727232,2.6464958010551523,6.863396076972411,40.09951060561269,20.363383401703494
Texas,8,9,14,1,0,3,0,14,35,9,0,6,7,5,111,31290831,2709393.0,98.21428571428572,Relatively High,Very High,Relatively High,695659.978520109,24.008343257774214,1.7358837083987562,11.69919814446532,0.5956368842043657,14198.281084768056,2.0409800079303593,0.0001595607098688248,44.980064925634494,86587.4415415813,2.4593918323079285,2.0409800079303593,62.60397642090165,25.176756274323115
Utah,0,0,5,0,0,0,0,10,25,1,0,4,1,0,46,3503613,300904.0,44.642857142857146,Relatively High,Relatively Low,Relatively Low,219885.06761386874,20.66688944471572,0.6884292432073268,1.5628852046673174,0.1962551615858185,33477.561745498446,15.22502737852442,0.0002092001994459157,15.933837790897892,85883.91469034964,0.9385915702238408,15.22502737852442,41.86360479669034,9.52685815168204
Vermont,0,0,0,1,0,0,0,0,2,0,0,3,0,0,6,648493,45707.0,8.928571428571429,Very Low,No Expected Annual Losses,Relatively Low,24903.326375837925,81.73331131541005,0.7055027194987448,4.5996975010034875,0.2022992828877932,1309.1476674790943,5.2569188859415785,0.00024093166950666514,26.040416858897633,70481.87104563967,1.084811537013931,5.2569188859415785,9.26308599265518,2.194471612011272
Virginia,1,1,4,26,0,3,0,9,17,3,1,6,5,1,77,8811195,764475.0,53.57142857142857,Relatively Low,Relatively High,Relatively Moderate,110786.2567108998,68.59509136699222,1.6134912946959763,4.86295372073279,0.6543590345580876,4240.617689611999,3.8277470649432837,0.0006950320580009658,79.53328564023143,86761.78429827055,2.7600359097952802,3.8277470649432837,31.334091406882557,14.910173508210184
Washington,1,0,7,0,1,0,0,1,8,2,0,11,1,0,32,7958180,854683.0,92.85714285714286,Relatively High,Very Low,Relatively Moderate,184667.72159243398,49.759542850398915,1.1538955179418808,12.6187430258021,0.021716836859892,29176.949999739223,15.799702161341136,0.00017328420865355535,43.09459136320472,107396.79172876211,1.7940725709390155,15.799702161341136,52.56116294312003,21.635190578888405
West Virginia,1,0,1,13,0,3,0,2,6,1,0,4,0,1,32,1769979,107660.0,32.142857142857146,Very Low,Relatively Low,Relatively Moderate,62755.50821122208,87.09078053953425,0.7521187849829603,0.715416913238524,0.0024107752055369,3953.331827486932,6.299577423834787,0.0005099153988570152,28.204360867298156,60825.58041649082,1.163476256032704,6.299577423834787,16.95554433077747,8.407336721677487
Wisconsin,0,0,3,5,0,0,0,0,7,5,0,3,1,1,25,5960975,451285.0,67.85714285714286,Very Low,Relatively Low,Relatively Moderate,169635.7277093517,47.91711280393077,1.6359071416747009,21.191256044457045,0.428664050322148,17922.237251203984,10.565131233386966,0.00014737461463798583,35.1398557396667,75706.57484723556,2.225141795035747,10.565131233386966,43.258495444180326,16.225548077818893
Wyoming,1,0,3,0,1,0,0,1,4,1,0,6,0,0,17,587618,52946.0,14.285714285714285,Relatively Low,Very Low,Relatively Low,253326.2415072564,14.017944750465713,0.2071001860831914,1.7125476086699836,0.002242320843817,28363.21313713235,11.19631861601669,6.710714175859687e-05,2.3196096721119512,90102.75382986906,0.23638587004594347,11.19631861601669,31.571032344970956,2.077884065948535
